stars,review_count,BusinessAcceptsCreditCards,OutdoorSeating,RestaurantsReservations,Caters,RestaurantsTakeOut,GoodForKids,RestaurantsGoodForGroups,RestaurantsDelivery,HasTV,BikeParking
4,130,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
4,43,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
2.5,22,TRUE,FALSE,FALSE,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
1.5,11,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
4,44,TRUE,,FALSE,,TRUE,,,TRUE,FALSE,
3,118,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
3,48,,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE
4,228,TRUE,None,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
4,6,,,,,,,,,,
4,460,TRUE,FALSE,FALSE,FALSE,None,TRUE,TRUE,None,TRUE,FALSE
2.5,71,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
3.5,73,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
3.5,16,TRUE,,FALSE,,TRUE,,,FALSE,TRUE,
1.5,16,,,,,,,,,,
2.5,77,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
4,245,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
2,27,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
4,46,TRUE,TRUE,FALSE,TRUE,TRUE,,,TRUE,TRUE,FALSE
1.5,18,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
4,53,,,,,,TRUE,,,,
1.5,26,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
3.5,98,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE
4,13,TRUE,TRUE,FALSE,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
4,480,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
3.5,41,TRUE,TRUE,FALSE,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2.5,26,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
3.5,7,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,
4,278,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
3,9,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
2.5,55,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2.5,11,TRUE,,,,TRUE,,,TRUE,,
4,53,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
3.5,30,TRUE,,,TRUE,TRUE,,,,TRUE,TRUE
3,116,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
1.5,5,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,
1.5,22,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2.5,13,TRUE,FALSE,FALSE,,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
2.5,15,TRUE,,FALSE,,TRUE,TRUE,,TRUE,,
2,23,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
3.5,175,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
3,37,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
3,69,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
2,7,TRUE,,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,
2.5,86,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
1.5,42,TRUE,FALSE,FALSE,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2.5,36,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
3,33,TRUE,,TRUE,,TRUE,,,TRUE,TRUE,
1,13,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
4,30,TRUE,TRUE,FALSE,,TRUE,TRUE,TRUE,FALSE,TRUE,
4,48,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
1.5,29,TRUE,TRUE,FALSE,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
1.5,17,TRUE,FALSE,FALSE,,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
1.5,74,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
4.5,31,,TRUE,,,TRUE,,,TRUE,,
3,30,TRUE,TRUE,FALSE,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
2,29,TRUE,FALSE,FALSE,,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
4.5,12,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
3.5,245,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
4.5,149,TRUE,None,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
4,42,TRUE,TRUE,FALSE,FALSE,TRUE,,,None,TRUE,TRUE
2,25,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
3.5,77,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2,14,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
2.5,15,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
3.5,21,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
2.5,28,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
3.5,66,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,
2.5,24,TRUE,None,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
3.5,443,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
2.5,19,TRUE,TRUE,,TRUE,TRUE,,,TRUE,,TRUE
4.5,7,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
1.5,18,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
1.5,28,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
1.5,13,,,,,,,,TRUE,,
2.5,110,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
1.5,8,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
2.5,23,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
3.5,19,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
3.5,146,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE
2,19,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
2,32,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
2,39,,,,,,,,,,
2.5,93,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
3,48,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
3.5,6,,,,,,,,,,
3,18,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
1.5,30,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
1.5,17,TRUE,None,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,
4,1082,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
1,10,,,,,TRUE,,TRUE,TRUE,,
3.5,51,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,TRUE,TRUE,TRUE
4.5,103,TRUE,TRUE,FALSE,,TRUE,,TRUE,TRUE,TRUE,
2.5,113,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
3.5,41,TRUE,FALSE,FALSE,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
2,30,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2.5,14,TRUE,TRUE,,,TRUE,TRUE,FALSE,FALSE,FALSE,
2.5,5,TRUE,,FALSE,,TRUE,TRUE,FALSE,TRUE,TRUE,
3,40,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
3,11,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
2.5,43,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
4,50,,TRUE,,,TRUE,,,,TRUE,
2.5,6,TRUE,,,,TRUE,,,TRUE,,
4.5,7,TRUE,FALSE,FALSE,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
2.5,17,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
3.5,140,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
4,70,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
2,54,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
3,5,TRUE,,,,FALSE,FALSE,,,,
3.5,36,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
3.5,561,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
3,29,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
3.5,70,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
3,8,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,
3.5,14,TRUE,FALSE,FALSE,,TRUE,TRUE,TRUE,FALSE,FALSE,
3.5,7,TRUE,FALSE,FALSE,,TRUE,FALSE,TRUE,TRUE,TRUE,
2,12,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,
3.5,63,TRUE,TRUE,FALSE,,,TRUE,TRUE,FALSE,TRUE,
3,6,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2,15,TRUE,FALSE,FALSE,,TRUE,TRUE,TRUE,TRUE,TRUE,
4,1553,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE
4,11,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
4,857,TRUE,None,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
2,42,TRUE,TRUE,FALSE,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
4.5,5,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2,13,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
3.5,167,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
4,189,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
1.5,32,TRUE,TRUE,FALSE,,TRUE,TRUE,FALSE,TRUE,,
4,35,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
3,51,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
3.5,57,,,,,TRUE,TRUE,,TRUE,TRUE,
4.5,282,TRUE,None,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE
4,272,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
1.5,7,TRUE,,FALSE,,FALSE,TRUE,TRUE,TRUE,,
3,10,TRUE,,FALSE,,TRUE,TRUE,TRUE,FALSE,,
1.5,35,TRUE,TRUE,FALSE,,TRUE,TRUE,TRUE,TRUE,TRUE,
1.5,9,,TRUE,,,TRUE,,,TRUE,TRUE,
3.5,63,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
3.5,17,TRUE,TRUE,FALSE,,TRUE,FALSE,TRUE,TRUE,,TRUE
2.5,68,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
3.5,29,TRUE,TRUE,TRUE,,TRUE,FALSE,TRUE,FALSE,,
3,202,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
3.5,175,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,
2,35,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
3,28,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
4,61,TRUE,FALSE,FALSE,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
3.5,1567,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
4.5,8,,TRUE,TRUE,,,,,FALSE,,
5,186,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
2,28,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
4,255,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
4,7,TRUE,,,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
3.5,5,,None,FALSE,,TRUE,TRUE,TRUE,TRUE,,
1.5,14,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2,16,,,,,TRUE,,,TRUE,,
2,8,TRUE,FALSE,FALSE,,TRUE,TRUE,TRUE,TRUE,TRUE,
3.5,117,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
2,18,TRUE,FALSE,FALSE,,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
4,23,FALSE,TRUE,FALSE,FALSE,TRUE,,,TRUE,FALSE,TRUE
4.5,54,,TRUE,,,TRUE,,,TRUE,,
4.5,13,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
3,35,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
4,16,TRUE,TRUE,FALSE,,TRUE,TRUE,FALSE,TRUE,,
3.5,26,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
2,107,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
3,35,TRUE,None,FALSE,,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
4,174,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,
3.5,28,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE
2.5,13,TRUE,FALSE,FALSE,,TRUE,TRUE,FALSE,TRUE,TRUE,
2.5,15,,,,,,,,,,
2,26,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
3,8,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE
3,23,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
1,28,TRUE,FALSE,FALSE,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2,81,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
2,58,TRUE,FALSE,FALSE,,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
2.5,63,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
3,68,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2.5,5,,FALSE,FALSE,,TRUE,,TRUE,,TRUE,
4,9,TRUE,,,TRUE,TRUE,,,FALSE,,TRUE
2,248,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
3,29,TRUE,FALSE,FALSE,,TRUE,TRUE,TRUE,None,TRUE,TRUE
3.5,6,,,,,,,,,,
2.5,739,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
4,57,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
3.5,46,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
2.5,20,TRUE,TRUE,FALSE,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
3,42,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE
3,34,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
3.5,5,TRUE,TRUE,FALSE,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
4,51,,TRUE,,,TRUE,,,,,
2,43,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
4.5,103,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
2,28,TRUE,FALSE,FALSE,,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
3,48,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
4,14,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,
3,14,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE
2.5,76,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
2.5,6,TRUE,,,,FALSE,TRUE,,TRUE,,
3.5,18,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
2,52,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
4,443,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE
1.5,7,,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE
3,225,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
1.5,18,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,
2.5,77,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2,17,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,None,TRUE,
1.5,8,,,,,FALSE,,,TRUE,,
2,11,TRUE,TRUE,FALSE,,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
2,16,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
1.5,15,TRUE,,FALSE,,FALSE,TRUE,TRUE,TRUE,TRUE,
2.5,12,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
3,75,TRUE,TRUE,TRUE,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
4,36,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
2.5,12,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
1.5,35,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
3,7,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
2.5,5,TRUE,FALSE,FALSE,,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
3.5,446,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
3,9,TRUE,FALSE,,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
3,19,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
4,136,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
1.5,15,,,FALSE,,TRUE,TRUE,FALSE,TRUE,,
5,10,TRUE,TRUE,FALSE,TRUE,TRUE,,,TRUE,FALSE,TRUE
3.5,8,TRUE,,,,,,,,,
4,114,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
3.5,22,TRUE,FALSE,FALSE,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2.5,47,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
3.5,9,TRUE,TRUE,FALSE,,TRUE,TRUE,TRUE,TRUE,,
1,22,TRUE,FALSE,FALSE,,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE
3.5,146,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
4,130,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
3,103,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2,48,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
3.5,7,TRUE,,FALSE,,TRUE,TRUE,FALSE,FALSE,TRUE,
3.5,51,TRUE,FALSE,FALSE,,TRUE,TRUE,FALSE,None,TRUE,TRUE
2,30,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
2,35,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
4.5,50,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE
4,5,,,FALSE,,,TRUE,,,,
4,107,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE
1.5,17,TRUE,None,FALSE,,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
4,136,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
2,13,TRUE,TRUE,FALSE,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2,6,TRUE,,FALSE,,TRUE,FALSE,TRUE,FALSE,,
3.5,161,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
2,19,TRUE,FALSE,FALSE,,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
4,11,TRUE,TRUE,FALSE,FALSE,,,,FALSE,,
3.5,8,TRUE,None,,,TRUE,,,TRUE,,
1.5,36,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
1.5,23,TRUE,FALSE,FALSE,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2,33,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2,19,TRUE,,FALSE,,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
4,76,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
2,15,TRUE,TRUE,,,None,,,None,,FALSE
2.5,16,TRUE,None,FALSE,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
3,14,TRUE,,,,,,,TRUE,,
2.5,5,,TRUE,,,TRUE,,,TRUE,,TRUE
1.5,15,TRUE,FALSE,FALSE,,TRUE,TRUE,TRUE,TRUE,TRUE,
3,18,,FALSE,FALSE,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
2.5,24,,,,,,,,TRUE,,
3.5,43,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE
3.5,7,,,,,,,,,,
2,24,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
3.5,141,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
4.5,5,TRUE,TRUE,FALSE,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
4.5,212,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
1.5,23,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,
3,15,TRUE,TRUE,FALSE,,TRUE,TRUE,TRUE,TRUE,TRUE,
3,159,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
4,42,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
3,83,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
2,13,TRUE,FALSE,FALSE,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2.5,22,TRUE,TRUE,FALSE,,TRUE,,,TRUE,TRUE,TRUE
3.5,40,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,
3,68,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
2,19,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2,27,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
3,123,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
2,5,,,,,,,,,,
1.5,12,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
3,5,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,
2,32,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE
3,7,,,FALSE,FALSE,TRUE,TRUE,TRUE,None,TRUE,
2,20,TRUE,,FALSE,,FALSE,FALSE,FALSE,TRUE,TRUE,
